contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDateCalls
SPY251219C00800000,2024-12-13 21:02:05+00:00,800.0,0.55,0.54,0.57,-0.03999996,-6.779655,77.0,784,0.1315394464111328,False,REGULAR,USD,2025-12-19
SPY251219C00805000,2024-12-10 19:14:13+00:00,805.0,0.51,0.49,0.51,0.0,0.0,46.0,239,0.131844619140625,False,REGULAR,USD,2025-12-19
SPY251219C00810000,2024-12-10 14:55:41+00:00,810.0,0.49,0.44,0.46,0.0,0.0,3.0,182,0.13233289550781252,False,REGULAR,USD,2025-12-19
SPY251219C00815000,2024-12-06 14:36:06+00:00,815.0,0.48,0.39,0.42,0.0,0.0,2.0,11,0.1330042755126953,False,REGULAR,USD,2025-12-19
SPY251219C00820000,2024-12-13 17:46:01+00:00,820.0,0.36,0.35,0.38,-0.029999971,-7.6923003,43.0,179,0.1334925518798828,False,REGULAR,USD,2025-12-19
SPY251219C00825000,2024-12-12 14:41:02+00:00,825.0,0.35,0.32,0.35,0.0,0.0,1.0,784,0.13428600097656251,False,REGULAR,USD,2025-12-19
SPY251219C00830000,2024-12-12 17:08:46+00:00,830.0,0.34,0.29,0.32,0.0,0.0,4.0,415,0.13501841552734378,False,REGULAR,USD,2025-12-19
SPY251219C00835000,2024-12-09 14:48:03+00:00,835.0,0.32,0.26,0.29,0.0,0.0,1.0,73,0.1355066918945313,False,REGULAR,USD,2025-12-19
SPY251219C00840000,2024-12-13 19:37:04+00:00,840.0,0.25,0.24,0.27,-0.03999999,-13.7931,2.0,617,0.13636117553710939,False,REGULAR,USD,2025-12-19
SPY260116C00210000,2024-12-12 16:31:36+00:00,210.0,402.7,397.45,402.0,0.0,0.0,2.0,71,0.6378210046386719,True,REGULAR,USD,2026-01-16
SPY260116C00215000,2024-08-06 17:26:07+00:00,215.0,320.0,339.13,343.01,0.0,0.0,3.0,11,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16
SPY260116C00220000,2024-06-07 16:17:39+00:00,220.0,325.0,342.0,347.0,0.0,0.0,1.0,2,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16
SPY260116C00225000,2024-09-27 17:25:28+00:00,225.0,354.0,359.39,364.0,0.0,0.0,10.0,18,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16
SPY260116C00230000,2024-08-19 17:06:38+00:00,230.0,334.7,336.09,341.0,0.0,0.0,2.0,31,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16
SPY260116C00235000,2024-01-04 19:24:40+00:00,235.0,246.48,267.5,272.5,0.0,0.0,2.0,9,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16
SPY260116C00240000,2024-12-11 16:10:54+00:00,240.0,374.33,369.06,373.5,0.0,0.0,2.0,9,0.5968973416137696,True,REGULAR,USD,2026-01-16
SPY260116C00245000,2024-12-06 19:47:21+00:00,245.0,370.35,364.34,368.5,0.0,0.0,1.0,3,0.5877116424560547,True,REGULAR,USD,2026-01-16
SPY260116C00250000,2024-12-05 20:59:49+00:00,250.0,365.08,359.61,364.0,0.0,0.0,5.0,39,0.5832256033325195,True,REGULAR,USD,2026-01-16
SPY260116C00255000,2024-08-05 15:32:02+00:00,255.0,277.1,303.82,307.62,0.0,0.0,1.0,28,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16
SPY260116C00260000,2024-07-17 14:15:33+00:00,260.0,309.73,302.23,307.0,0.0,0.0,1.0,4,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16
SPY260116C00270000,2024-07-02 13:40:07+00:00,270.0,289.49,281.0,286.0,0.0,0.0,3.0,4,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16
SPY260116C00275000,2024-10-29 15:03:23+00:00,275.0,317.42,335.28,340.64,0.0,0.0,1.0,8,0.5466353930664063,True,REGULAR,USD,2026-01-16
SPY260116C00280000,2024-11-12 19:23:31+00:00,280.0,328.0,331.32,335.5,0.0,0.0,1.0,13,0.5427596994018556,True,REGULAR,USD,2026-01-16
SPY260116C00285000,2023-12-26 16:54:05+00:00,285.0,206.0,217.0,222.0,0.0,0.0,1.0,1,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16
SPY260116C00290000,2024-11-15 17:38:54+00:00,290.0,307.57,321.91,326.5,0.0,0.0,1.0,114,0.5330246893310546,True,REGULAR,USD,2026-01-16
SPY260116C00295000,2024-11-15 17:40:27+00:00,295.0,303.27,317.2,321.5,0.0,0.0,1.0,3,0.5245408874511719,True,REGULAR,USD,2026-01-16
SPY260116C00300000,2024-12-12 17:54:19+00:00,300.0,316.54,312.5,317.0,0.0,0.0,5.0,95,0.5195818305969238,True,REGULAR,USD,2026-01-16
SPY260116C00305000,2024-12-05 16:52:13+00:00,305.0,314.34,307.81,312.0,0.0,0.0,2.0,5,0.5113421669006348,True,REGULAR,USD,2026-01-16
SPY260116C00310000,2024-03-05 16:24:14+00:00,310.0,219.0,228.0,232.92,0.0,0.0,6.0,9,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16
SPY260116C00315000,2024-04-09 17:53:08+00:00,315.0,223.7,223.13,226.81,0.0,0.0,2.0,10,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16
SPY260116C00320000,2024-09-19 16:30:12+00:00,320.0,263.5,276.81,280.57,0.0,0.0,1.0,58,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16
SPY260116C00325000,2024-06-07 15:31:03+00:00,325.0,230.01,246.76,250.61,0.0,0.0,1.0,43,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16
SPY260116C00330000,2024-10-04 16:52:52+00:00,330.0,256.09,252.96,256.68,0.0,0.0,1.0,4,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16
SPY260116C00335000,2024-03-07 14:43:19+00:00,335.0,200.61,205.5,210.5,0.0,0.0,2.0,32,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16
SPY260116C00340000,2024-11-27 15:00:41+00:00,340.0,274.79,275.02,279.5,0.0,0.0,10.0,17,0.49350482086181646,True,REGULAR,USD,2026-01-16
SPY260116C00345000,2024-03-27 14:31:07+00:00,345.0,200.0,187.5,192.5,0.0,0.0,2.0,4,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16
SPY260116C00350000,2024-12-05 17:22:15+00:00,350.0,272.75,267.82,270.0,0.0,0.0,4.0,184,0.4787344607543945,True,REGULAR,USD,2026-01-16
SPY260116C00355000,2024-09-17 13:37:26+00:00,355.0,224.72,0.0,0.0,0.0,0.0,8.0,16,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16
SPY260116C00360000,2024-11-26 15:37:59+00:00,360.0,254.85,256.37,261.0,0.0,0.0,1.0,21,0.4688163470458985,True,REGULAR,USD,2026-01-16
SPY260116C00365000,2024-11-27 15:31:39+00:00,365.0,250.94,251.73,256.0,0.0,0.0,2.0,17,0.4592186647033692,True,REGULAR,USD,2026-01-16
SPY260116C00370000,2024-12-11 19:10:27+00:00,370.0,253.42,247.08,251.5,0.0,0.0,1.0,75,0.4542138319396973,True,REGULAR,USD,2026-01-16
SPY260116C00375000,2024-11-26 16:12:13+00:00,375.0,240.0,242.45,247.0,0.0,0.0,1.0,204,0.4491632232666015,True,REGULAR,USD,2026-01-16
SPY260116C00380000,2024-11-01 19:35:23+00:00,380.0,210.82,241.29,245.0,0.0,0.0,2.0,13,0.46475754974365235,True,REGULAR,USD,2026-01-16
SPY260116C00385000,2024-11-19 15:32:11+00:00,385.0,219.84,233.2,237.5,0.0,0.0,5.0,43,0.43469803588867195,True,REGULAR,USD,2026-01-16
SPY260116C00390000,2024-11-19 15:34:07+00:00,390.0,215.36,228.59,233.0,0.0,0.0,3.0,20,0.42957113403320313,True,REGULAR,USD,2026-01-16
SPY260116C00395000,2024-12-09 18:29:50+00:00,395.0,228.17,223.99,228.5,0.0,0.0,1.0,36,0.4243984562683106,True,REGULAR,USD,2026-01-16
SPY260116C00400000,2024-12-12 20:15:06+00:00,400.0,222.1,219.4,224.0,-0.5,-0.22461815,2.0,807,0.41916474395751957,True,REGULAR,USD,2026-01-16
SPY260116C00405000,2024-11-12 15:34:29+00:00,405.0,213.13,217.42,219.75,0.0,0.0,200.0,288,0.4157773266601562,True,REGULAR,USD,2026-01-16
SPY260116C00410000,2024-12-06 20:18:44+00:00,410.0,215.02,210.24,214.5,0.0,0.0,19.0,506,0.4048216256713867,True,REGULAR,USD,2026-01-16
SPY260116C00415000,2024-11-15 15:48:27+00:00,415.0,195.25,205.69,208.95,0.0,0.0,1.0,84,0.3917602328491211,True,REGULAR,USD,2026-01-16
SPY260116C00420000,2024-12-03 14:48:00+00:00,420.0,203.45,201.15,205.5,0.0,0.0,1.0,95,0.39418635604858404,True,REGULAR,USD,2026-01-16
SPY260116C00425000,2024-12-11 19:10:27+00:00,425.0,202.97,196.63,201.0,0.0,0.0,1.0,103,0.3888000573730469,True,REGULAR,USD,2026-01-16
SPY260116C00430000,2024-12-06 20:09:41+00:00,430.0,197.9,192.12,196.5,0.0,0.0,6.0,71,0.3833679827880859,True,REGULAR,USD,2026-01-16
SPY260116C00435000,2024-12-02 20:21:17+00:00,435.0,191.99,187.63,192.0,0.0,0.0,1.0,37,0.37789776161193844,True,REGULAR,USD,2026-01-16
SPY260116C00440000,2024-12-10 20:22:56+00:00,440.0,184.17,183.15,187.5,0.0,0.0,2.0,792,0.3723817645263672,True,REGULAR,USD,2026-01-16
SPY260116C00445000,2024-12-13 15:08:16+00:00,445.0,181.7,178.68,183.0,-1.5599976,-0.8512483,1.0,47,0.3668276208496094,True,REGULAR,USD,2026-01-16
SPY260116C00450000,2024-12-13 16:41:57+00:00,450.0,176.38,174.23,178.5,-1.269989,-0.7148827,10.0,313,0.3612277012634277,True,REGULAR,USD,2026-01-16
SPY260116C00455000,2024-12-02 16:12:01+00:00,455.0,172.0,169.79,174.5,0.0,0.0,6.0,155,0.3586871382904052,True,REGULAR,USD,2026-01-16
